STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,FINANCING_SCHEME,Financing scheme,FINANCING_SCHEME_REV,Revenues of financing schemes,FUNCTION,Health function,MODE_PROVISION,Mode of provision,PROVIDER,Health care provider,FACTOR_PROVISION,Factor of provision,ASSET_TYPE,Asset type,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,CURRENCY,Currency,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,EST,Estonia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,58.826,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,EST,Estonia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,102.877,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,GBR,United Kingdom,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,2277.686,,2015,,,,D,Definition differs,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,GBR,United Kingdom,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,422.999,,2015,,,,D,Definition differs,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,BEL,Belgium,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,659.656,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,BEL,Belgium,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,1034.783,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,BEL,Belgium,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,737.12,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LUX,Luxembourg,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,28.377,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LVA,Latvia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,8.748,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LVA,Latvia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,147.252,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LVA,Latvia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,0.202,,,,,,P,Provisional value,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LUX,Luxembourg,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,8.073,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LUX,Luxembourg,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,33.074,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,NLD,Netherlands,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,5027.764,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LUX,Luxembourg,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,6.425,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CHL,Chile,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,282.122,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ISR,Israel,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,678.641,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ISR,Israel,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,790.846,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CRI,Costa Rica,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,2.383,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CRI,Costa Rica,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,10.925,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,NOR,Norway,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,60.964,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,NOR,Norway,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,183.946,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,HUN,Hungary,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,1128.907,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,BGR,Bulgaria,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,1560.446,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,BGR,Bulgaria,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,656.36,,2015,,,,P,Provisional value,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,BEL,Belgium,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,1100.243,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,BEL,Belgium,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,1378.349,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,BEL,Belgium,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,2699.311,,,,,,D,Definition differs,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,MLT,Malta,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,20.591,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,MLT,Malta,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,4.112,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,IRL,Ireland,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,482.266,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,IRL,Ireland,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,320.927,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CZE,Czechia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,1654.26,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CZE,Czechia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,2507.094,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CZE,Czechia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,212.745,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,AUT,Austria,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,421.938,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,AUT,Austria,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,807.856,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,AUT,Austria,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,1.21,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,NLD,Netherlands,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,415.158,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,NLD,Netherlands,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,872.163,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,NLD,Netherlands,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV4,COVID-19 related costs for medical goods,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,372.474,,,,,,D,Definition differs,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,BEL,Belgium,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,201.423,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,BEL,Belgium,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,672.891,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LVA,Latvia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,272.866,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LVA,Latvia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,582.305,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LVA,Latvia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,46.543,,,,,,P,Provisional value,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,KOR,Korea,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,3894.14,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,KOR,Korea,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,7085.208,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,LTU,Lithuania,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,0.11,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,KOR,Korea,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2023,,1052.663,,,,,,P,Provisional value,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ESP,Spain,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,2269.39,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ESP,Spain,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,7.763,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,AUS,Australia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,279.29,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,AUS,Australia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HKCOV1,COVID-19 related investment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,351.26,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ROU,Romania,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,604.718,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,ROU,Romania,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,893.746,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CZE,Czechia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,917.074,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CZE,Czechia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,1013.812,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CZE,Czechia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,0.236,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,FRA,France,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2022,,899.375,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,FRA,France,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2021,,2651.233,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,CHL,Chile,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,42.347,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,JPN,Japan,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV1,COVID-19 related treatment costs,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,V,Current prices,2020,,1209.578,,,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,EST,Estonia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2022,,26.858,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,EST,Estonia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2021,,65.202,,2015,,,,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Health expenditure and financing,I,EST,Estonia,A,Annual,EXP_HEALTH,Expenditure,USD_PPP,"US dollars, PPP converted",_T,Total,_Z,Not application,HCCOV3,COVID-19 related costs for vaccination,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,Q,Constant prices,2020,,0.198,,2015,,,,,,,,,,6,Millions,1,One
